,time_predict,time_actual,diff
114368,68.04,72,3.96
114369,66.33,59,-7.33
114370,57.22,72,14.78
114371,69.63,66,-3.63
114372,57.13,54,-3.13
114373,68.05,57,-11.05
114374,66.25,53,-13.25
114375,69.74,70,0.26
114376,66.24,58,-8.24
114377,57.09,55,-2.09
114378,68.16,47,-21.16
114379,69.92,60,-9.92
114380,57.11,58,0.89
114381,66.19,56,-10.19
114382,70.1,77,6.9
114383,68.32,77,8.68
114384,70.14,90,19.86
114385,57.19,55,-2.19
114386,66.18,53,-13.18
114387,70.41,123,52.59
114388,66.18,155,88.82
114389,68.61,75,6.39
114390,57.41,60,2.59
114391,66.18,79,12.82
114392,70.58,74,3.42
114393,66.18,98,31.82
114394,68.76,109,40.24
114395,70.67,55,-15.67
114396,66.19,58,-8.19
114397,57.69,56,-1.69
114398,70.86,63,-7.86
114399,66.2,90,23.8
114400,66.21,57,-9.21
114401,58.01,67,8.99
114402,71.05,74,2.95
114403,66.22,71,4.78
114404,69.24,54,-15.24
114405,58.14,55,-3.14
114406,71.14,57,-14.14
114407,58.29,55,-3.29
114408,66.24,62,-4.24
114409,71.26,67,-4.26
114410,69.46,43,-26.46
114411,58.56,54,-4.56
114412,66.26,65,-1.26
114413,71.43,83,11.57
114414,66.26,97,30.74
114415,69.79,68,-1.79
114416,58.99,74,15.01
114417,71.66,90,18.34
114418,66.31,76,9.69
114419,70.01,60,-10.01
114420,71.85,77,5.15
114421,59.4,64,4.6
114422,66.35,61,-5.35
114423,71.98,65,-6.98
114424,66.38,53,-13.38
114425,59.74,61,1.26
114426,70.29,58,-12.29
114427,72.1,57,-15.1
114428,70.42,57,-13.42
114429,72.24,52,-20.24
114430,60.34,55,-5.34
114431,66.48,54,-12.48
114432,66.5,58,-8.5
114433,60.48,70,9.52
114434,72.52,86,13.48
114435,70.77,107,36.23
114436,66.52,105,38.48
114437,72.57,128,55.43
114438,60.77,58,-2.77
114439,70.97,74,3.03
114440,72.75,107,34.25
114441,66.58,106,39.42
114442,60.95,58,-2.95
114443,71.11,85,13.89
114444,72.89,87,14.11
114445,61.2,52,-9.2
114446,73.09,88,14.91
114447,71.36,69,-2.36
114448,73.21,52,-21.21
114449,61.38,58,-3.38
114450,71.48,82,10.52
114451,66.77,57,-9.77
114452,66.78,63,-3.78
114453,73.42,50,-23.42
114454,71.66,58,-13.66
114455,61.6,68,6.4
114456,66.86,68,1.14
114457,71.83,77,5.17
114458,66.93,164,97.07
114459,61.77,183,121.23
114460,71.9,180,108.1
114461,73.73,196,122.27
114462,66.96,132,65.04
114463,61.88,49,-12.88
114464,72.03,79,6.97
114465,73.91,59,-14.91
114466,61.96,52,-9.96
114467,67.08,78,10.92
114468,72.17,134,61.83
114469,74.06,128,53.94
114470,67.1,151,83.9
114471,67.14,58,-9.14
114472,62.08,60,-2.08
114473,74.25,58,-16.25
114474,67.22,54,-13.22
114475,74.41,60,-14.41
114476,72.48,114,41.52
114477,67.28,139,71.72
114478,62.2,151,88.8
114479,74.48,186,111.52
114480,72.53,172,99.47
114481,62.29,56,-6.29
114482,74.72,88,13.28
114483,72.71,113,40.29
114484,67.44,105,37.56
114485,67.45,81,13.55
114486,74.8,105,30.2
114487,72.84,62,-10.84
114488,67.54,64,-3.54
114489,62.39,55,-7.39
114490,75.01,59,-16.01
114491,72.94,68,-4.94
114492,75.11,52,-23.11
114493,62.46,57,-5.46
114494,67.69,74,6.31
114495,75.24,106,30.76
114496,67.7,109,41.3
114497,73.08,84,10.92
114498,67.76,55,-12.76
114499,73.14,75,1.86
114500,62.51,64,1.49
114501,75.48,68,-7.48
114502,62.53,72,9.47
114503,73.24,53,-20.24
114504,75.7,60,-15.7
114505,62.59,56,-6.59
114506,65.9,111,45.1
114507,63.73,72,8.27
114508,51.94,58,6.06
114509,65.87,87,21.13
114510,63.92,51,-12.92
114511,63.06,81,17.94
114512,52.08,101,48.92
114513,65.85,86,20.15
114514,63.99,54,-9.99
114515,65.8,53,-12.8
114516,52.41,57,4.59
114517,63.2,60,-3.2
114518,64.21,89,24.79
114519,65.69,56,-9.69
114520,52.68,63,10.32
114521,64.37,55,-9.37
114522,63.31,48,-15.31
114523,64.44,63,-1.44
114524,52.85,60,7.15
114525,65.6,56,-9.6
114526,63.37,71,7.63
114527,53.13,60,6.87
114528,63.43,51,-12.43
114529,64.7,63,-1.7
114530,65.42,54,-11.42
114531,64.73,65,0.27
114532,63.47,52,-11.47
114533,65.35,55,-10.35
114534,53.47,53,-0.47
114535,64.96,50,-14.96
114536,53.7,52,-1.7
114537,63.57,63,-0.57
114538,53.97,46,-7.97
114539,65.18,66,0.82
114540,64.9,54,-10.9
114541,65.26,66,0.74
114542,63.63,94,30.37
114543,65.35,60,-5.35
114544,64.6,58,-6.6
114545,65.47,52,-13.47
114546,64.46,54,-10.46
114547,63.67,55,-8.67
114548,65.57,89,23.43
114549,54.83,107,52.17
114550,55.03,57,1.97
114551,65.7,53,-12.7
114552,63.88,54,-9.88
114553,55.31,85,29.69
114554,63.65,73,9.35
114555,55.43,49,-6.43
114556,65.84,71,5.16
114557,63.64,57,-6.64
114558,63.61,65,1.39
114559,55.67,53,-2.67
114560,63.61,59,-4.61
114561,66.01,65,-1.01
114562,56.07,91,34.93
114563,62.97,77,14.03
114564,63.52,87,23.48
114565,62.87,62,-0.87
114566,56.23,60,3.77
114567,63.47,50,-13.47
114568,56.32,111,54.68
114569,66.08,98,31.92
114570,63.45,130,66.55
114571,62.59,144,81.41
114572,63.42,92,28.58
114573,56.61,55,-1.61
114574,62.18,53,-9.18
114575,56.72,65,8.28
114576,66.12,60,-6.12
114577,61.82,68,6.18
114578,63.19,55,-8.19
114579,57.12,53,-4.12
114580,61.4,63,1.6
114581,66.08,60,-6.08
114582,66.01,66,-0.01
114583,62.75,67,4.25
114584,57.49,87,29.51
114585,65.97,80,14.03
114586,62.64,60,-2.64
114587,62.63,92,29.37
114588,57.62,53,-4.62
114589,62.45,55,-7.45
114590,65.83,55,-10.83
114591,59.94,56,-3.94
114592,59.91,79,19.09
114593,62.27,46,-16.27
114594,57.79,46,-11.79
114595,59.39,57,-2.39
114596,57.89,68,10.11
114597,61.95,88,26.05
114598,57.9,129,71.1
114599,65.51,139,73.49
114600,59.01,126,66.99
114601,57.97,51,-6.97
114602,61.63,53,-8.63
114603,61.41,59,-2.41
114604,58.02,61,2.98
114605,58.07,55,-3.07
114606,65.04,67,1.96
114607,98.07,85,-13.07
114608,100.69,80,-20.69
114609,98.38,91,-7.38
114610,103.13,111,7.87
114611,101.55,97,-4.55
114612,98.62,109,10.38
114613,101.93,111,9.07
114614,103.58,99,-4.58
114615,98.94,107,8.06
114616,102.68,87,-15.68
114617,99.28,90,-9.28
114618,103.98,100,-3.98
114619,98.95,101,2.05
114620,103.76,114,10.24
114621,99.77,102,2.23
114622,99.25,100,0.75
114623,104.51,97,-7.51
114624,99.47,89,-10.47
114625,100.34,137,36.66
114626,104.96,151,46.04
114627,99.89,84,-15.89
114628,100.62,108,7.38
114629,105.39,88,-17.39
114630,100.89,102,1.11
114631,105.94,108,2.06
114632,105.84,82,-23.84
114633,101.33,82,-19.33
114634,100.64,107,6.36
114635,107.04,95,-12.04
114636,106.23,108,1.77
114637,101.78,104,2.22
114638,100.87,109,8.13
114639,107.49,83,-24.49
114640,101.13,94,-7.13
114641,106.81,93,-13.81
114642,102.48,103,0.52
114643,102.54,103,0.46
114644,108.65,123,14.35
114645,101.63,109,7.37
114646,107.23,115,7.77
114647,101.78,84,-17.78
114648,103.18,100,-3.18
114649,107.46,106,-1.46
114650,109.5,122,12.5
114651,102.06,129,26.94
114652,107.82,121,13.18
114653,103.95,112,8.05
114654,110.42,96,-14.42
114655,102.63,101,-1.63
114656,110.61,99,-11.61
114657,104.54,106,1.46
114658,104.69,79,-25.69
114659,108.36,99,-9.36
114660,102.99,90,-12.99
114661,111.44,75,-36.44
114662,103.27,94,-9.27
114663,105.54,124,18.46
114664,109.0,101,-8.0
114665,103.95,109,5.05
114666,112.62,132,19.38
114667,106.61,127,20.39
114668,106.73,142,35.27
114669,109.4,114,4.6
114670,113.21,86,-27.21
114671,107.4,79,-28.4
114672,104.81,83,-21.81
114673,113.75,113,-0.75
114674,110.15,74,-36.15
114675,114.54,97,-17.54
114676,105.73,104,-1.73
114677,110.38,111,0.62
114678,109.36,126,16.64
114679,109.6,123,13.4
114680,106.28,104,-2.28
114681,115.51,136,20.49
114682,111.06,116,4.94
114683,115.88,189,73.12
114684,110.67,191,80.33
114685,106.99,132,25.01
114686,111.38,125,13.62
114687,116.27,115,-1.27
114688,111.17,153,41.83
114689,111.79,114,2.21
114690,116.75,111,-5.75
114691,107.45,114,6.55
114692,107.62,144,36.38
114693,112.25,155,42.75
114694,112.47,165,52.53
114695,117.47,165,47.53
114696,112.48,172,59.52
114697,107.79,115,7.21
114698,107.85,120,12.15
114699,112.92,116,3.08
114700,118.07,153,34.93
114701,113.2,146,32.8
114702,118.24,116,-2.24
114703,107.95,100,-7.95
114704,113.38,114,0.62
114705,113.58,103,-10.58
114706,107.99,77,-30.99
114707,118.79,99,-19.79
114708,113.7,90,-23.7
114709,113.73,129,15.27
114710,114.01,103,-11.01
114711,108.03,105,-3.03
114712,119.12,114,-5.12
114713,114.2,71,-43.2
114714,114.07,107,-7.07
114715,114.08,126,11.92
114716,108.08,133,24.92
114717,114.49,78,-36.49
114718,108.1,88,-20.1
114719,114.09,106,-8.09
114720,114.58,105,-9.58
114721,108.09,76,-32.09
114722,119.66,90,-29.66
114723,113.89,105,-8.89
114724,113.68,94,-19.68
114725,119.61,163,43.39
114726,113.58,170,56.42
114727,114.59,106,-8.59
114728,107.88,99,-8.88
114729,114.49,100,-14.49
114730,119.28,113,-6.28
114731,112.38,122,9.62
114732,107.41,107,-0.41
114733,112.18,110,-2.18
114734,118.88,118,-0.88
114735,107.21,92,-15.21
114736,114.15,76,-38.15
114737,118.6,115,-3.6
114738,111.39,126,14.61
114739,106.76,80,-26.76
114740,118.0,131,13.0
114741,113.75,152,38.25
114742,110.44,119,8.56
114743,106.4,92,-14.4
114744,113.41,113,-0.41
114745,116.94,143,26.06
114746,105.95,145,39.05
114747,109.18,95,-14.18
114748,112.91,110,-2.91
114749,116.38,107,-9.38
114750,105.61,115,9.39
114751,108.25,141,32.75
114752,112.44,153,40.56
114753,115.69,150,34.31
114754,108.0,155,47.0
114755,104.97,95,-9.97
114756,107.08,92,-15.08
114757,114.81,98,-16.81
114758,111.67,88,-23.67
114759,111.57,83,-28.57
114760,104.48,128,23.52
114761,106.46,140,33.54
114762,114.35,149,34.65
114763,104.05,92,-12.05
114764,113.84,93,-20.84
114765,110.93,109,-1.93
114766,103.8,78,-25.8
114767,110.78,116,5.22
114768,113.5,135,21.5
114769,104.71,108,3.29
114770,103.47,160,56.53
114771,104.59,166,61.41
114772,110.5,184,73.5
114773,103.03,124,20.97
114774,103.89,132,28.11
114775,103.64,102,-1.64
114776,112.78,131,18.22
114777,102.75,145,42.25
114778,110.22,154,43.78
114779,103.47,147,43.53
114780,110.22,155,44.78
114781,112.7,98,-14.7
114782,110.21,86,-24.21
114783,102.48,86,-16.48
114784,102.39,94,-8.39
114785,103.05,93,-10.05
114786,112.68,91,-21.68
114787,102.99,97,-5.99
114788,110.26,102,-8.26
114789,102.77,99,-3.77
114790,110.38,146,35.62
114791,112.78,148,35.22
114792,102.72,82,-20.72
114793,102.03,98,-4.03
114794,110.49,90,-20.49
114795,101.97,78,-23.97
114796,112.95,90,-22.95
114797,102.63,119,16.37
114798,110.63,134,23.37
114799,102.62,108,5.38
114800,101.95,91,-10.95
114801,113.22,75,-38.22
114802,110.83,95,-15.83
114803,102.0,116,14.0
114804,102.61,100,-2.61
114805,111.04,119,7.96
114806,113.52,134,20.48
114807,111.07,152,40.93
114808,102.12,89,-13.12
114809,102.63,107,4.37
114810,111.35,113,1.65
114811,102.63,130,27.37
114812,114.0,132,18.0
114813,102.4,124,21.6
114814,102.64,112,9.36
114815,111.51,137,25.49
114816,102.65,137,34.35
114817,114.24,151,36.76
114818,111.58,121,9.42
114819,102.65,107,4.35
114820,102.75,99,-3.75
114821,111.75,130,18.25
114822,102.66,142,39.34
114823,102.67,100,-2.67
114824,103.15,95,-8.15
114825,111.91,98,-13.91
114826,102.68,106,3.32
114827,114.95,109,-5.95
114828,103.3,115,11.7
114829,111.99,111,-0.99
114830,103.48,93,-10.48
114831,102.69,117,14.31
114832,112.09,127,14.91
114833,115.28,80,-35.28
114834,103.78,73,-30.78
114835,102.7,93,-9.7
114836,112.23,97,-15.23
114837,102.7,108,5.3
114838,115.79,116,0.21
114839,104.31,107,2.69
114840,112.43,113,0.57
114841,102.72,123,20.28
114842,116.13,109,-7.13
114843,112.57,128,15.43
114844,104.78,133,28.22
114845,102.74,114,11.26
114846,112.67,90,-22.67
114847,102.76,88,-14.76
114848,105.19,96,-9.19
114849,116.54,104,-12.54
114850,112.76,111,-1.76
114851,116.77,96,-20.77
114852,112.87,107,-5.87
114853,105.97,71,-34.97
114854,102.81,105,2.19
114855,102.82,165,62.18
114856,106.15,172,65.85
114857,113.09,183,69.91
114858,117.31,195,77.69
114859,102.83,198,95.17
114860,106.55,75,-31.55
114861,117.63,101,-16.63
114862,113.26,109,-4.26
114863,102.87,105,2.13
114864,106.82,80,-26.82
114865,117.86,109,-8.86
114866,113.36,121,7.64
114867,107.18,87,-20.18
114868,113.51,108,-5.51
114869,118.27,82,-36.27
114870,113.59,90,-23.59
114871,107.42,102,-5.42
114872,118.47,119,0.53
114873,102.97,92,-10.97
114874,102.98,98,-4.98
114875,113.74,73,-40.74
114876,118.75,119,0.25
114877,103.03,113,9.97
114878,119.06,170,50.94
114879,113.94,120,6.06
114880,103.07,121,17.93
114881,108.01,125,16.99
114882,119.21,135,15.79
114883,113.99,144,30.01
114884,103.09,133,29.91
114885,108.13,109,0.87
114886,119.4,117,-2.4
114887,114.1,95,-19.1
114888,108.25,69,-39.25
114889,103.15,161,57.85
114890,119.66,186,66.34
114891,114.22,189,74.78
114892,103.17,201,97.83
114893,103.19,88,-15.19
114894,108.44,92,-16.44
114895,114.34,118,3.66
114896,103.23,90,-13.23
114897,114.47,92,-22.47
114898,120.22,146,25.78
114899,103.27,170,66.73
114900,108.64,163,54.36
114901,114.53,178,63.47
114902,120.33,198,77.67
114903,108.78,84,-24.78
114904,114.69,99,-15.69
114905,120.62,138,17.38
114906,103.34,156,52.66
114907,103.35,168,64.65
114908,114.75,179,64.25
114909,120.86,111,-9.86
114910,103.39,120,16.61
114911,108.94,107,-1.94
114912,114.9,117,2.1
114913,121.06,134,12.94
114914,114.97,107,-7.97
114915,109.06,116,6.94
114916,103.46,157,53.54
114917,115.08,178,62.92
114918,121.33,188,66.67
114919,103.49,84,-19.49
114920,121.44,96,-25.44
114921,109.17,102,-7.17
114922,115.25,112,-3.25
114923,109.21,131,21.79
114924,121.63,100,-21.63
114925,115.41,121,5.59
114926,109.33,74,-35.33
114927,105.87,89,-16.87
114928,106.54,119,12.46
114929,92.2,106,13.8
114930,105.65,113,7.35
114931,106.57,94,-12.57
114932,101.74,122,20.26
114933,92.29,149,56.71
114934,105.53,151,45.47
114935,106.57,156,49.43
114936,105.38,93,-12.38
114937,92.5,98,5.5
114938,101.65,111,9.35
114939,106.58,115,8.42
114940,105.0,100,-5.0
114941,92.67,126,33.33
114942,106.58,138,31.42
114943,101.55,73,-28.55
114944,106.58,108,1.42
114945,92.76,168,75.24
114946,101.49,115,13.51
114947,92.93,116,23.07
114948,101.42,111,9.58
114949,106.56,122,15.44
114950,104.37,124,19.63
114951,101.36,80,-21.36
114952,104.23,87,-17.23
114953,93.12,70,-23.12
114954,106.51,87,-19.51
114955,93.26,67,-26.26
114956,101.17,107,5.83
114957,93.37,75,-18.37
114958,106.45,110,3.55
114959,103.46,149,45.54
114960,100.98,96,-4.98
114961,106.38,121,14.62
114962,103.0,94,-9.0
114963,106.32,95,-11.32
114964,102.8,99,-3.8
114965,100.68,70,-30.68
114966,106.25,67,-39.25
114967,93.77,98,4.23
114968,93.84,94,0.16
114969,106.15,83,-23.15
114970,102.05,83,-19.05
114971,93.95,123,29.05
114972,100.33,114,13.67
114973,93.99,107,13.01
114974,106.01,110,3.99
114975,100.24,97,-3.24
114976,101.71,100,-1.71
114977,94.06,82,-12.06
114978,100.1,99,-1.1
114979,105.71,122,16.29
114980,94.18,129,34.82
114981,100.97,126,25.03
114982,99.78,165,65.22
114983,100.89,187,86.11
114984,94.22,166,71.78
114985,99.63,79,-20.63
114986,94.25,108,13.75
114987,105.49,129,23.51
114988,99.55,143,43.45
114989,100.52,141,40.48
114990,99.5,149,49.5
114991,94.3,97,2.7
114992,94.32,106,11.68
114993,105.06,104,-1.06
114994,99.75,131,31.25
114995,99.01,129,29.99
114996,94.38,88,-6.38
114997,99.32,96,-3.32
114998,104.72,115,10.28
114999,98.77,78,-20.77
115000,104.37,118,13.63
115001,98.24,109,10.76
115002,94.41,117,22.59
115003,104.22,131,26.78
115004,98.09,95,-3.09
115005,98.06,118,19.94
115006,94.42,91,-3.42
115007,97.81,97,-0.81
115008,103.81,97,-6.81
115009,97.9,102,4.1
115010,97.86,128,30.14
115011,97.57,60,-37.57
115012,94.42,99,4.58
115013,97.39,101,3.61
115014,94.43,128,33.57
115015,97.12,111,13.88
115016,94.44,125,30.56
115017,103.03,150,46.97
115018,97.01,164,66.99
115019,94.45,70,-24.45
115020,96.78,94,-2.78
115021,94.48,125,30.52
115022,96.23,91,-5.23
115023,102.18,96,-6.18
115024,52.53,48,-4.53
115025,54.94,43,-11.94
115026,52.69,52,-0.69
115027,55.75,52,-3.75
115028,55.35,61,5.65
115029,52.82,51,-1.82
115030,55.53,55,-0.53
115031,55.97,63,7.03
115032,53.0,47,-6.0
115033,53.19,55,1.81
115034,56.17,57,0.83
115035,53.12,54,0.88
115036,56.48,57,0.52
115037,53.5,58,4.5
115038,53.36,55,1.64
115039,56.44,54,-2.44
115040,53.54,45,-8.54
115041,53.93,65,11.07
115042,57.2,53,-4.2
115043,53.9,47,-6.9
115044,54.14,52,-2.14
115045,56.89,49,-7.89
115046,54.34,49,-5.34
115047,57.78,49,-8.78
115048,57.13,53,-4.13
115049,54.72,51,-3.72
115050,54.64,65,10.36
115051,58.54,55,-3.54
115052,57.34,64,6.66
115053,55.16,67,11.84
115054,54.89,61,6.11
115055,58.86,49,-9.86
115056,55.18,53,-2.18
115057,57.65,53,-4.65
115058,55.9,49,-6.9
115059,55.96,48,-7.96
115060,59.8,71,11.2
115061,55.8,71,15.2
115062,57.88,67,9.12
115063,55.96,51,-4.96
115064,56.7,55,-1.7
115065,58.0,62,4.0
115066,60.39,64,3.61
115067,56.38,64,7.62
115068,58.2,75,16.8
115069,57.58,55,-2.58
115070,61.01,55,-6.01
115071,57.1,55,-2.1
115072,61.13,44,-17.13
115073,58.21,57,-1.21
115074,58.31,60,1.69
115075,58.48,62,3.52
115076,57.55,50,-7.55
115077,61.62,47,-14.62
115078,57.89,52,-5.89
115079,59.22,67,7.78
115080,58.83,61,2.17
115081,58.66,57,-1.66
115082,62.29,67,4.71
115083,60.16,63,2.84
115084,60.26,53,-7.26
115085,59.06,50,-9.06
115086,62.53,113,50.47
115087,60.69,49,-11.69
115088,59.4,49,-10.4
115089,62.77,49,-13.77
115090,59.48,54,-5.48
115091,63.08,50,-13.08
115092,60.05,58,-2.05
115093,59.62,59,-0.62
115094,62.09,60,-2.09
115095,62.24,61,-1.24
115096,60.36,61,0.64
115097,63.45,63,-0.45
115098,60.04,117,56.96
115099,63.6,64,0.4
115100,62.99,75,12.01
115101,60.69,80,19.31
115102,60.24,73,12.76
115103,63.71,66,2.29
115104,63.3,48,-15.3
115105,60.51,71,10.49
115106,63.89,56,-7.89
115107,60.82,58,-2.82
115108,60.85,55,-5.85
115109,64.06,70,5.94
115110,61.02,85,23.98
115111,64.21,64,-0.21
115112,64.22,56,-8.22
115113,60.85,59,-1.85
115114,60.83,51,-9.83
115115,64.49,64,-0.49
115116,64.47,69,4.53
115117,61.54,56,-5.54
115118,64.54,91,26.46
115119,60.8,55,-5.8
115120,64.82,60,-4.82
115121,61.81,60,-1.81
115122,60.79,56,-4.79
115123,64.81,58,-6.81
115124,65.04,114,48.96
115125,65.07,100,34.93
115126,62.14,46,-16.14
115127,60.81,60,-0.81
115128,64.98,44,-20.98
115129,62.26,44,-18.26
115130,65.32,60,-5.32
115131,65.34,65,-0.34
115132,60.89,57,-3.89
115133,62.43,43,-19.43
115134,60.97,53,-7.97
115135,65.32,52,-13.32
115136,62.42,62,-0.42
115137,61.04,56,-5.04
115138,65.07,50,-15.07
115139,65.17,59,-6.17
115140,65.01,57,-8.01
115141,64.84,47,-17.84
115142,64.9,52,-12.9
115143,62.16,62,-0.16
115144,61.05,54,-7.05
115145,61.9,52,-9.9
115146,64.32,58,-6.32
115147,64.05,55,-9.05
115148,60.8,61,0.2
115149,63.92,60,-3.92
115150,63.77,62,-1.77
115151,60.67,55,-5.67
115152,61.29,42,-19.29
115153,63.45,51,-12.45
115154,61.05,55,-6.05
115155,60.34,47,-13.34
115156,62.76,57,-5.76
115157,60.65,56,-4.65
115158,62.69,58,-4.69
115159,60.05,58,-2.05
115160,60.25,53,-7.25
115161,61.73,66,4.27
115162,59.65,56,-3.65
115163,61.83,56,-5.83
115164,59.69,47,-12.69
115165,61.26,57,-4.26
115166,59.37,71,11.63
115167,61.12,83,21.88
115168,59.18,57,-2.18
115169,60.62,136,75.38
115170,60.94,121,60.06
115171,58.81,67,8.19
115172,60.34,50,-10.34
115173,59.88,57,-2.88
115174,58.53,55,-3.53
115175,58.46,48,-10.46
115176,58.33,71,12.67
115177,59.83,76,16.17
115178,59.38,56,-3.38
115179,57.95,54,-3.95
115180,58.9,64,5.1
115181,57.97,58,0.03
115182,57.72,57,-0.72
115183,57.86,63,5.14
115184,58.49,66,7.51
115185,58.51,62,3.49
115186,57.34,76,18.66
115187,58.41,71,12.59
115188,57.68,54,-3.68
115189,57.7,55,-2.7
115190,56.92,53,-3.92
115191,57.87,58,0.13
115192,57.68,60,2.32
115193,57.4,72,14.6
115194,56.63,69,12.37
115195,57.59,65,7.41
115196,57.53,58,0.47
115197,57.6,60,2.4
115198,57.2,53,-4.2
115199,57.63,55,-2.63
115200,56.35,364,307.65
115201,56.25,174,117.75
115202,57.2,144,86.8
115203,57.01,123,65.99
115204,57.14,126,68.86
115205,57.74,90,32.26
115206,56.91,51,-5.91
115207,55.96,123,67.04
115208,56.96,52,-4.96
115209,57.94,79,21.06
115210,56.82,63,6.18
115211,56.93,93,36.07
115212,55.82,98,42.18
115213,58.08,52,-6.08
115214,55.73,45,-10.73
115215,56.78,48,-8.78
115216,56.89,60,3.11
115217,58.29,61,2.71
115218,56.9,59,2.1
115219,55.66,55,-0.66
115220,56.83,40,-16.83
115221,58.55,65,6.45
115222,55.64,71,15.36
115223,57.01,57,-0.01
115224,58.84,64,5.16
115225,56.94,67,10.06
115226,58.9,51,-7.9
115227,55.69,51,-4.69
115228,57.17,62,4.83
115229,59.28,50,-9.28
115230,57.19,82,24.81
115231,57.18,74,16.82
115232,55.85,50,-5.85
115233,57.23,89,31.77
115234,59.51,83,23.49
115235,57.28,93,35.72
115236,57.31,117,59.69
115237,59.6,103,43.4
115238,57.34,58,0.66
115239,56.04,74,17.96
115240,59.85,60,0.15
115241,57.52,73,15.48
115242,57.42,58,0.58
115243,57.46,45,-12.46
115244,56.29,61,4.71
115245,60.08,45,-15.08
115246,57.49,61,3.51
115247,57.73,54,-3.73
115248,56.39,53,-3.39
115249,60.22,69,8.78
115250,56.5,56,-0.5
115251,57.58,56,-1.58
115252,60.39,82,21.61
115253,57.93,42,-15.93
115254,56.69,50,-6.69
115255,57.65,58,0.35
115256,60.58,55,-5.58
115257,57.67,53,-4.67
115258,58.28,60,1.72
115259,57.04,86,28.96
115260,60.89,61,0.11
115261,57.78,76,18.22
115262,58.51,58,-0.51
115263,61.13,65,3.87
115264,57.38,63,5.62
115265,57.87,64,6.13
115266,61.31,62,0.69
115267,57.93,54,-3.93
115268,57.66,64,6.34
115269,58.79,54,-4.79
115270,61.44,48,-13.44
115271,58.94,54,-4.94
115272,61.61,56,-5.61
115273,58.28,41,-17.28
115274,58.12,68,9.88
115275,59.24,53,-6.24
115276,58.14,82,23.86
115277,58.48,96,37.52
115278,61.99,81,19.01
115279,59.34,48,-11.34
115280,58.18,54,-4.18
115281,62.07,44,-18.07
115282,58.82,53,-5.82
115283,59.53,90,30.47
115284,62.25,107,44.75
115285,58.27,75,16.73
115286,59.09,50,-9.09
115287,59.69,66,6.31
115288,62.42,59,-3.42
115289,59.47,43,-16.47
115290,62.66,63,0.34
115291,59.95,68,8.05
115292,62.77,46,-16.77
115293,59.74,54,-5.74
115294,60.09,63,2.91
115295,58.5,52,-6.5
115296,58.51,42,-16.51
115297,62.99,40,-22.99
115298,60.27,60,-0.27
115299,60.12,50,-10.12
115300,58.6,68,9.4
115301,60.49,56,-4.49
115302,63.3,54,-9.3
115303,58.69,64,5.31
115304,60.42,45,-15.42
115305,60.57,106,45.43
115306,63.38,180,116.62
115307,58.72,227,168.28
115308,60.56,96,35.44
115309,60.69,50,-10.69
115310,63.52,55,-8.52
115311,60.68,41,-19.68
115312,58.83,81,22.17
115313,60.85,64,3.15
115314,63.7,89,25.3
115315,58.85,95,36.15
115316,58.87,58,-0.87
115317,60.91,47,-13.91
115318,63.83,53,-10.83
115319,58.93,53,-5.93
115320,63.98,66,2.02
115321,61.17,60,-1.17
115322,58.99,53,-5.99
115323,61.16,70,8.84
115324,64.07,65,0.93
115325,61.24,59,-2.24
115326,61.3,50,-11.3
115327,64.22,65,0.78
115328,61.38,64,2.62
115329,59.08,64,4.92
115330,59.09,58,-1.09
115331,64.3,67,2.7
115332,61.49,61,-0.49
115333,59.13,71,11.87
115334,61.47,58,-3.47
115335,64.43,64,-0.43
115336,61.58,54,-7.58
115337,64.49,53,-11.49
115338,61.61,60,-1.61
115339,59.19,61,1.81
115340,64.59,63,-1.59
115341,59.2,68,8.8
115342,61.7,75,13.3
115343,59.21,57,-2.21
115344,61.72,59,-2.72
115345,61.7,53,-8.7
115346,64.71,58,-6.71
115347,61.75,85,23.25
115348,61.79,54,-7.79
115349,64.81,65,0.19
115350,53.81,45,-8.81
115351,62.3,52,-10.3
115352,63.29,60,-3.29
115353,54.06,53,-1.06
115354,62.22,65,2.78
115355,63.33,48,-15.33
115356,57.07,49,-8.07
115357,54.17,34,-20.17
115358,62.18,59,-3.18
115359,63.34,68,4.66
115360,62.13,59,-3.13
115361,54.4,55,0.6
115362,57.17,77,19.83
115363,63.37,51,-12.37
115364,61.97,53,-8.97
115365,54.57,75,20.43
115366,63.39,128,64.61
115367,57.25,67,9.75
115368,63.39,67,3.61
115369,54.68,52,-2.68
115370,61.86,55,-6.86
115371,57.29,68,10.71
115372,54.82,61,6.18
115373,57.33,63,5.67
115374,63.39,72,8.61
115375,61.67,67,5.33
115376,63.39,43,-20.39
115377,57.35,45,-12.35
115378,61.6,56,-5.6
115379,54.97,52,-2.97
115380,63.36,48,-15.36
115381,55.07,39,-16.07
115382,57.42,51,-6.42
115383,55.14,41,-14.14
115384,63.3,60,-3.3
115385,61.12,72,10.88
115386,63.28,58,-5.28
115387,57.45,48,-9.45
115388,63.23,58,-5.23
115389,60.82,54,-6.82
115390,57.46,57,-0.46
115391,63.17,52,-11.17
115392,60.68,49,-11.68
115393,57.45,44,-13.45
115394,63.1,40,-23.1
115395,55.29,56,0.71
115396,55.3,59,3.7
115397,62.98,47,-15.98
115398,60.08,51,-9.08
115399,55.28,70,14.72
115400,57.38,65,7.62
115401,55.27,92,36.73
115402,62.81,55,-7.81
